9f5c77e59ce004274e72f1301223ab325126eec182b1b194bc4007720a6a3800,40.9
e0566c2ab711d6ff7c82baef4f71aba09adb852a9b70a49503c715d6c2736bb4,1.06
5ba5224af219703a0543d2e65e995d181c3623ea5892dd9e2023af9f6e8bc571,3.59
8b1f5aad1bae546a1f56da9f6f9e35a9bdeb1689211d0499096b8f71741011f7,1.76
981e566e224dd2744285f83ca18d8a9d3bf15924894e3f99b2db1e13ca53525b,1.16
9e8d85307f05c77b19669fc3016742f639ff5af117d3eb958968dc214cfcc6f3,1.01
d454b1bbf25fe4ab8ebc182cd771dc22e99efabea86f945dd3e933082ed7db71,1.13
1a6121fbc6eaf6305108830f0dd7a7d5b0194a46369b606a40a6b2a2b2a4f095,1.08
3d050c21fb0caa282ee7a5b7c6d94656b7d88d2f36197b57c92f248443314912,1.19
5687e28fa68398b42f2b4cf53dfb8c0814748c88fb3133328b7241511c0abf1f,2.81
e73786ff42a5243b24018bb795229bcc985b961dca890f5dd3a77df1ccf1a92e,2.91
481c2cf48879f812bcf7fef7edd5d36fe526b497b9203e8610d224a4cda8e69a,1.52
3561e05a7507ea1a2a615d1d9814acaf662f18c8adac628bc635f44049799f3c,133.53
9b7b016aef1b040f6b820e2445b1525020b8af8f4784563c6530ee9fbd57fd2b,5.35
c0c7650384c85343126bf81b7a418013c754926bbc1eec30f5c9985338e27428,1.28
b278b017150eb629fb84dcb4df877bc2acaf56ac44536570d80b81cbbc48dc0e,2.57
933ed816bbf6d2a377e084b1972ec8f8bd84a5a8df30dee923e4b5a601b353f0,2.78
8b3cc0fbacfd8ef89a0ac57266d44c519d20272df2c4a2dbfcabfac95e6af165,1.1
8872d39b1fdffa85fdc7ffa1b3e6ead8f023bf34f77b23ff19fbda2d081490f9,4.45
e3fb74cdbdeab0ba818c20a6e47a098b9228069e3583f58bd952303a8156f5bd,1.3
ec728eabf4aa6a221928f30f630ff90d57aec3a690a6429b6c43f1b276c4aa9e,1.01
182bbf5b1fa8b5f8426ba89046ab3b0077618969f9fa7d89b39dbb42d5e2e686,68.84
d86e338698c334d04f6a0c0fed4750beb536905651bb8a6d0323476ceeda1ef8,1.09
7f711ff3cdc7a4bcec3909b29d10b07d4f7235798ccafab3d914669064418580,2.37
92f059d83211a83b58b3f4f4f422eee2398c5e3840bf353a30fd10a12ed609b7,1.77
4725956bf4748489d935132ceff62eb1df7dd4f200cb8f2488d59dcc5360ba3a,6.67
51244f57047f472ff4996f8d1a22c104eb7a18e91c817acece51c1832515ea57,1.57
625215366f5c89e01a1e72c16ed712b0b00b50289d633fe754ee47e9edb491c4,1.23
4d4308f12f34b30bcda1a5ad8c47f8c575dbaac516cc01d85e09f880cf9e57fd,1.98
1a87377fa40f3f0e04044898f470ee3e39d541db3f9b6c46e5c53b3ce6ae607b,1.63
2019da14e102a7c773a5a54c4bfba675b867bdd6a1f643a7484e6afbdf8399b8,1.88
9cb40704abe4117dfeee67d9425443131eed4251f65574d3becae308eb0a64b3,1
ef8c2a0492a6c52d105978514d4507632a83d2cb8ec591e6b0c3c0968c1bb052,1.68
9f508cb191ad85730ceea39bf03a2d0b6942b9cadd3c40f57707e44732c4d08f,3.42
fc1c3e70f9d40bcb42bc539b5c8efac7f209579fa215dd05ec7893a95ae89943,1.91
ce544d04a8dd5329a5e6a8e7c03783d025d2f8dbcbb0ef7a7a93b2785cdf3eb4,1.62
edf0fa4cd5fc9a3b3ce200258b3f321279a9a67aa7e39c846f6c396d59713af7,1.16
9ddea7f1b324ca95f5ddbe592c6e4d33a54a81fcb06809b166684c65ada688b2,1.23
dc50d614ec6a12385c05ac0eb08ce89d819867aa370100b6e5696408d99541ee,1.84
7017227c7873ae7fbad0edf44df37d24015046cb60178601834f789cc031e5b2,1.82
49f2318d9eb6c8051362e5c18f50e631d6aadd7dd43eaf7049ec690430ee1c91,2.61
d454985785c53fde43b466c2b74678fd6809e7f38e5d15c97026ecef5f00fb17,3.9
710ff67ae5a6cb8e752dd8e4fd687ff90becd009a8903fa77a52603c0d776c70,5.52
30a3885edd70aa49cfe55adea9d06ff57d287f645d8706dce3dc5c2a2e08e3ba,4.96
3f19156555ca15d07410b812ee2d3a963c188baf70fb56c3482fca993a0e1b66,9.61
66cced56001807b12b2abddb5e4121806bfdedfebbbcd5c3e40963b76eb7288c,7.81
c86928921fe56457ff6ff24ffe875e84be48ee38ab2e04b79173e5e9e330e56d,1.76
c2d20cc2ecfaabd78e636efa714175d1c22064bdf292dd166c8dc6749291b187,2.2
